128
0.500000
131072
5.428662,6.021374,5.967350,6.039432,5.800705,3.711932,0.628264,1.320417,1.526985,2.117453,1.507194,6.176230,2.365757,3.433836,3.619722,2.776891,2.006906,2.739935,2.568410,0.731440,0.323591,0.574893,0.947555,5.172828,4.305912,4.410660,4.223683,2.924375,3.635214,2.213171,2.021122,0.575910,3.518979,2.203740,3.620978,2.292921,0.092247,1.516430,5.435109,4.119251,3.690163,5.272142,6.125586,4.969661,4.182583,4.049612,1.564901,3.613172,4.025089,3.044569,1.364448,1.176056,1.217408,0.821760,1.630725,1.686808,1.929144,3.039479,2.962651,3.173705,1.844927,5.322474,4.720731,5.197893,4.511821,4.751501,4.818880,0.198032,6.142132,5.978486,0.023912,0.298425,0.292362,5.941584,1.373285,2.067675,1.139853,1.891588,1.603682,2.627618,3.074374,4.951335,5.382895,1.893415,1.673220,0.853425,1.025916,0.179639,3.775741,4.388944,5.350892,4.987520,6.247478,0.967251,0.688039,1.614029,1.315889,6.076392,5.998300,5.474355,2.381542,0.477935,0.968917,1.586720,1.156361,2.534533,3.113740,4.255170,3.537437,5.923655,6.202267,6.040135,6.187985,0.419644,4.317607,3.389301,5.357247,4.667973,5.274687,5.723656,6.013807,6.228559,0.463329,2.335719,2.812638,4.218003,5.490047,6.186250,
4.178196,0.237601,5.765867,4.018943,4.089364,5.541189,5.324987,0.242802,0.397726,1.628029,2.285024,1.944439,2.336508,4.014709,4.512728,3.195294,2.956898,2.569357,0.774128,1.161774,2.298445,1.634268,2.134606,3.513709,3.764371,2.816483,3.664243,3.010413,4.182706,3.223963,1.747494,3.155743,3.119371,4.344773,3.145274,2.502978,2.364418,1.006748,5.039693,4.434653,2.487741,4.625703,3.654042,3.373394,5.070246,0.070448,2.449117,3.084873,3.409197,5.278011,5.726458,5.596011,0.451406,0.229176,0.634962,2.388885,3.408453,2.873172,3.251407,4.668603,6.271921,0.090820,5.771316,5.386960,4.505753,3.654697,4.110923,5.904993,5.038146,4.685489,6.165003,0.182900,0.926790,0.664415,0.478332,1.022367,0.546262,0.509976,1.365209,4.005032,4.522964,5.307343,5.899986,1.337839,2.027808,1.203392,0.932786,6.252231,4.655337,4.117013,6.258768,4.979010,5.583515,5.900178,0.430531,0.828946,0.101786,5.083810,0.667911,0.489218,0.761417,0.408115,1.357965,1.219112,0.694550,1.378270,3.130320,3.843900,3.698720,5.869566,5.646539,6.253344,4.716571,5.128063,6.183247,0.627525,0.801505,5.249281,5.555054,4.916271,5.152177,4.932197,0.095281,2.144216,3.181049,1.694728,1.543723,2.709843,
3.605955,2.943789,2.909649,3.350320,3.954100,4.469184,4.911051,6.281719,6.090660,4.921415,1.835211,6.200057,6.141307,4.434839,3.810771,4.023446,3.271739,3.027674,2.042957,2.208487,2.558414,3.030697,0.644775,5.588954,2.173362,6.239983,4.490770,3.975865,4.212260,4.347564,1.964925,2.453573,3.797127,3.448148,3.631186,3.269067,2.582829,1.331178,6.015030,4.583608,4.406616,3.946812,2.884912,2.649738,1.946231,1.412954,1.959502,2.454525,1.205402,6.201483,5.846153,0.114461,0.100168,5.957299,1.336800,2.058973,2.507221,2.792100,2.652062,1.055834,0.668687,0.905278,5.786690,5.455861,5.152751,4.418833,4.157992,4.946053,5.627218,4.952518,0.311203,1.017631,0.382205,0.589382,5.384567,5.747107,6.170508,1.306387,2.028020,2.355128,2.961430,2.750665,4.747114,2.944582,2.348633,1.638379,1.156442,1.365895,5.552227,5.508579,5.082878,2.792209,2.241684,0.640720,0.381883,0.469336,5.751559,4.617401,6.063989,0.266208,1.234519,0.472194,1.042836,1.737867,0.774753,5.580673,5.249293,3.942436,4.404833,0.223395,0.581756,5.908251,4.213143,4.801076,0.296950,5.499179,3.334204,2.165035,2.817862,4.295460,4.290899,6.051363,0.630935,0.325091,1.212543,1.118940,1.765906,2.064354,
5.487335,4.888110,4.052464,3.363296,3.277537,3.326622,4.026506,5.394566,5.013623,1.642557,2.176317,2.403855,2.734394,3.998118,4.957850,1.983258,0.947174,2.267467,3.021387,2.964406,3.157828,2.719746,2.199075,1.017824,1.493895,5.675279,4.646034,4.594637,4.090817,3.733496,4.410172,3.126770,3.724256,4.787053,5.449368,2.219030,1.927867,0.542171,5.840286,4.963307,4.759983,4.019231,4.113853,5.953901,4.360634,3.991169,2.192943,4.485324,5.526237,4.754056,4.775133,6.169119,0.219733,6.156202,0.738899,1.920484,3.015857,3.838457,2.860163,1.231784,0.185853,0.306042,5.801997,5.636297,5.071436,3.567824,3.254339,3.498527,2.917909,3.461391,5.317752,0.404989,0.358323,4.027385,1.623703,0.875348,2.435129,1.239540,2.216058,1.700270,2.867051,1.144530,1.875660,0.150334,4.080237,1.938815,1.584239,1.890913,0.004758,0.055717,4.122914,3.500479,2.218890,2.377370,0.911105,0.080322,2.559188,4.249333,5.867020,6.221806,4.614604,3.586293,3.231469,5.835080,0.364915,6.092669,5.821390,4.754224,4.660281,5.709366,0.943497,0.834929,3.809411,4.434443,1.296471,0.188715,1.253544,1.168052,3.392725,2.528702,1.282059,0.932363,0.616255,1.458889,1.696710,2.434935,1.831773,5.713470,
6.040765,4.844831,3.653680,2.992156,3.276543,3.218705,3.832694,4.765551,0.991552,1.773090,2.954939,3.874264,3.675878,3.969508,5.975646,1.079158,1.405009,2.571445,2.997375,3.815600,3.257053,1.348595,0.377165,6.273058,0.265289,0.528683,6.033111,1.889733,0.002056,3.195941,4.180918,4.319510,3.719791,1.202365,4.391121,2.050629,1.482592,1.108982,1.793994,5.623143,3.969537,2.986791,2.003142,6.270384,3.228494,0.346218,3.730572,4.465522,4.775718,4.151695,6.001688,1.767156,1.441483,0.073532,0.570948,1.289643,2.633226,2.993310,0.174498,1.297914,0.384000,0.855381,5.574276,4.708388,2.853971,3.077195,3.722996,2.365457,2.246961,0.828384,0.400745,1.414107,1.935191,2.109127,2.385210,2.217690,3.041753,2.881465,2.186720,2.224322,1.142254,2.678112,0.609308,0.334971,3.521955,2.086418,1.548051,2.186694,2.048513,4.509515,4.853424,4.552792,2.551513,3.342215,1.971692,0.314414,1.227110,0.523200,4.547228,4.433528,4.391822,3.699036,3.785339,5.455251,1.695246,5.713536,5.456991,3.578917,4.850110,5.358776,0.380173,1.063668,3.206602,2.861764,2.202291,1.498794,1.506782,2.231796,2.559294,2.551343,1.447793,1.440306,4.151476,2.974066,4.067221,2.611345,4.529049,0.233863,
0.257512,5.902075,3.646765,3.636170,2.539324,2.334763,1.615706,0.448209,1.117980,1.994723,3.292866,2.656319,3.416126,5.418474,0.437569,0.450359,2.422757,3.142649,2.865348,3.697897,3.119633,3.391675,0.919917,2.101917,2.209085,2.267076,0.553951,2.651934,1.203673,1.426794,4.960767,4.093111,4.717098,4.810205,5.660419,0.653123,1.891739,1.305213,4.867711,5.433879,3.206067,3.407247,3.243815,4.113417,2.500170,2.324239,2.973809,4.097683,4.079782,2.563910,2.100806,1.700656,0.641240,0.535064,1.250543,3.025832,2.446128,2.029758,0.240520,1.004592,0.319363,5.696228,5.188828,4.229886,3.898686,2.503276,2.984175,2.664271,1.542722,5.878209,6.072206,1.360035,1.041734,2.000041,1.500285,2.118713,2.142544,1.831454,2.227526,0.585784,1.384684,1.486632,2.138661,3.860724,2.928430,2.537580,2.023448,1.278219,1.717449,4.541139,4.538280,5.242825,2.203533,2.938672,2.065796,2.540419,1.134696,5.037866,3.607731,3.175974,4.427180,3.432560,2.365969,3.635190,3.646889,4.652215,4.992725,4.612435,5.147441,5.344380,5.953182,1.004507,2.566876,3.550553,0.962086,5.752322,6.044056,2.075247,1.849013,0.726632,2.167511,2.402378,3.781240,3.962699,4.374553,2.579876,4.931062,1.561220,
0.552089,1.994737,3.566372,3.500036,1.455265,2.095326,3.254151,2.211470,2.687376,2.585221,4.020771,1.998433,2.180207,1.370965,1.951348,5.079154,2.536261,1.346301,3.093791,3.420047,3.892085,3.621022,3.631816,3.392462,2.332584,1.788546,3.893128,3.829288,3.035645,3.255316,4.702692,3.372611,4.549744,5.676634,5.677050,0.541660,0.394465,1.288627,1.163790,1.227076,3.643741,3.514688,2.931666,5.374950,5.146755,3.537945,3.252362,4.322377,2.810166,2.905695,1.486585,1.382288,1.342363,1.401506,1.661024,2.459024,0.725228,1.220206,0.387211,5.363043,6.156661,5.534407,5.367423,4.412880,3.244438,2.192675,1.737244,0.939393,0.066333,5.657858,6.136421,1.387550,0.887034,0.341438,6.140396,1.660350,1.835261,2.411655,1.618394,0.571136,0.480506,1.946839,0.248182,3.476334,3.894522,3.423167,2.866913,2.468887,1.843363,5.790913,5.307792,5.832753,1.828376,2.295233,2.276363,2.235212,1.630506,5.203479,4.862141,4.368944,3.479549,4.222608,3.206293,2.829686,3.531901,4.433675,0.187697,0.253101,5.967370,6.086663,0.454172,0.007585,0.831206,1.860415,1.255188,0.051052,5.932384,2.240259,1.825641,2.338045,1.529609,1.964257,2.354873,3.445461,5.026390,4.992793,5.848205,0.957339,
5.483221,3.470345,2.184869,4.024447,4.274199,4.057535,3.449710,2.754354,2.133048,1.337696,3.544057,1.401130,2.009179,1.017511,0.926949,6.278736,3.402721,2.181071,1.809744,3.771382,2.923035,3.852899,4.454822,3.876810,3.547587,3.240202,3.904423,3.978239,3.738664,3.447550,3.475215,3.787046,4.139398,4.274120,5.961576,6.004353,5.926260,6.280807,6.224467,0.221509,3.544849,3.618768,2.305991,5.635104,0.438379,0.573307,2.932836,3.859065,6.166555,0.535397,0.340158,0.307929,2.045338,1.343601,1.438470,2.020608,4.961373,4.183116,0.084835,4.959834,6.032848,5.531791,5.891208,4.904252,0.647873,2.076704,1.038205,1.097210,0.657648,0.350983,0.826738,0.319102,0.583885,0.126177,0.017279,0.987309,1.989927,1.824629,0.827504,0.751826,0.163135,1.154745,1.388053,3.321308,3.777125,2.782797,2.530390,2.555920,3.876740,5.125518,6.180457,5.835744,2.544456,2.474352,2.900857,2.086674,1.763725,0.516290,4.482071,1.711555,2.955862,3.616323,3.629213,3.215528,4.525853,1.297317,5.519810,5.717062,0.174713,0.874317,0.944451,1.125784,1.881325,1.281783,0.589266,0.885388,1.194063,1.790522,3.448921,3.874341,1.954685,2.413516,1.812492,3.219128,5.385350,6.032374,5.626876,5.781251,
5.608255,3.537043,3.276745,2.531588,5.239446,4.224270,3.115563,2.594923,2.726113,1.379719,2.296841,2.274625,1.728333,2.220634,5.806589,5.603979,3.655893,2.688917,1.171178,3.882187,3.471204,3.858446,3.757620,4.026548,4.245342,4.045396,5.169899,4.254982,3.740995,2.311353,3.083121,3.648995,5.103859,4.522288,5.019946,4.305652,5.357084,5.905935,0.100889,0.552587,1.781262,6.042847,1.911483,5.510977,6.226212,0.523652,6.154531,5.919350,0.721898,0.800978,1.298633,1.905802,2.382416,2.288565,2.758135,3.207101,5.143239,5.803080,0.442257,6.240763,0.296290,5.364221,5.602785,3.975179,5.811415,2.187685,1.092294,2.643406,2.554852,1.845026,1.046289,4.333944,0.512666,0.920970,5.713024,1.561004,1.540885,1.418722,0.079370,5.547982,5.159265,0.802058,1.281130,3.399905,3.560057,3.125772,2.753678,1.628507,4.514639,5.636541,5.288895,4.037007,2.809067,3.029257,3.744824,2.810487,2.246531,0.617556,5.295385,1.176137,1.081439,3.909795,3.157058,2.507859,2.014368,0.646761,5.142759,5.589313,5.738173,0.082588,0.765118,2.315740,2.131759,3.412942,2.455046,2.046089,2.823854,2.392260,2.482162,3.176027,3.814257,2.785198,2.750540,3.175475,3.122285,3.714644,6.279291,6.023392,
5.914153,1.689952,1.643619,3.169709,2.980238,1.940957,2.274556,3.339322,2.122590,1.541008,1.790807,1.702884,1.559420,2.806719,0.118933,0.521593,3.246045,3.626792,3.540324,2.566783,4.085729,3.512486,3.980282,3.156751,3.488235,3.752747,4.975689,4.032933,3.194494,1.770158,1.559224,3.481826,3.069427,4.559856,4.193555,4.635477,4.816141,4.062834,5.372338,5.416135,1.913266,0.642690,4.106607,4.337924,5.721790,0.552102,5.875907,0.406922,1.791961,1.592905,0.334684,1.669282,1.971248,3.024621,3.414280,3.455500,4.371363,4.984656,3.203506,2.375385,4.944742,4.412552,4.306888,4.835164,4.974432,2.179770,3.590983,3.861935,2.994994,2.109784,5.156290,4.614539,1.869030,0.858909,3.528539,1.926319,1.772958,0.899229,0.929479,0.043022,1.293091,2.822326,1.444340,1.343787,2.655257,3.249555,2.618897,1.120991,0.115825,6.245042,3.502747,2.539439,1.941136,2.366300,2.057221,1.356766,6.012596,1.121525,0.234590,1.118706,0.745924,0.906787,4.132591,0.892939,3.140717,3.897067,2.861475,4.239131,5.464897,0.159199,0.856398,0.334943,5.647726,5.138048,2.565295,2.814875,4.630625,3.493567,2.097200,1.604171,1.835754,2.060799,3.210064,3.678373,0.346472,5.681310,0.352522,0.001560,
